bin_num	chr	start	end	bin5mb	arm
21472	chr15	28200000	28299999	429	15q
21473	chr15	28300000	28399999	429	15q
21474	chr15	28400000	28499999	429	15q
21475	chr15	28500000	28599999	429	15q
21476	chr15	29000000	29099999	429	15q
21477	chr15	29300000	29399999	429	15q
21478	chr15	29400000	29499999	429	15q
21479	chr15	29500000	29599999	429	15q
21480	chr15	29600000	29699999	429	15q
21481	chr15	29700000	29799999	429	15q
21482	chr15	29800000	29899999	429	15q
21483	chr15	29900000	29999999	429	15q
21484	chr15	30000000	30099999	429	15q
21485	chr15	30100000	30199999	429	15q
21486	chr15	30200000	30299999	429	15q
21487	chr15	30300000	30399999	429	15q
21488	chr15	30900000	30999999	429	15q
21489	chr15	31000000	31099999	429	15q
21490	chr15	31100000	31199999	429	15q
21491	chr15	31200000	31299999	428	15q
21492	chr15	31300000	31399999	428	15q
21493	chr15	31400000	31499999	428	15q
21494	chr15	31500000	31599999	428	15q
21495	chr15	31600000	31699999	428	15q
21496	chr15	31700000	31799999	428	15q
21497	chr15	31800000	31899999	428	15q
21498	chr15	31900000	31999999	428	15q
21499	chr15	32000000	32099999	428	15q
21500	chr15	32100000	32199999	428	15q
21501	chr15	32200000	32299999	428	15q
21502	chr15	32300000	32399999	428	15q
21503	chr15	32400000	32499999	428	15q
21504	chr15	32900000	32999999	428	15q
21505	chr15	33000000	33099999	428	15q
21506	chr15	33100000	33199999	428	15q
21507	chr15	33200000	33299999	428	15q
21508	chr15	33300000	33399999	428	15q
21509	chr15	33400000	33499999	428	15q
21510	chr15	33500000	33599999	428	15q
21511	chr15	33600000	33699999	428	15q
21512	chr15	33700000	33799999	428	15q
21513	chr15	33800000	33899999	428	15q
21514	chr15	33900000	33999999	428	15q
21515	chr15	34000000	34099999	428	15q
21516	chr15	34100000	34199999	428	15q
21517	chr15	34200000	34299999	428	15q
21518	chr15	34300000	34399999	428	15q
21519	chr15	34400000	34499999	428	15q
21520	chr15	34500000	34599999	428	15q
21521	chr15	34600000	34699999	428	15q
21522	chr15	34700000	34799999	428	15q
21523	chr15	34800000	34899999	428	15q
21524	chr15	34900000	34999999	428	15q
21525	chr15	35000000	35099999	428	15q
21526	chr15	35100000	35199999	428	15q
21527	chr15	35200000	35299999	428	15q
21528	chr15	35300000	35399999	428	15q
21529	chr15	35400000	35499999	428	15q
21530	chr15	35500000	35599999	428	15q
21531	chr15	35600000	35699999	428	15q
21532	chr15	35700000	35799999	428	15q
21533	chr15	35800000	35899999	428	15q
21534	chr15	35900000	35999999	428	15q
21535	chr15	36000000	36099999	428	15q
21536	chr15	36100000	36199999	428	15q
21537	chr15	36200000	36299999	428	15q
21538	chr15	36300000	36399999	428	15q
21539	chr15	36400000	36499999	428	15q
21540	chr15	36500000	36599999	428	15q
21541	chr15	36600000	36699999	427	15q
21542	chr15	36700000	36799999	427	15q
21543	chr15	36800000	36899999	427	15q
21544	chr15	36900000	36999999	427	15q
21545	chr15	37000000	37099999	427	15q
21546	chr15	37100000	37199999	427	15q
21547	chr15	37200000	37299999	427	15q
21548	chr15	37300000	37399999	427	15q
21549	chr15	37400000	37499999	427	15q
21550	chr15	37500000	37599999	427	15q
21551	chr15	37600000	37699999	427	15q
21552	chr15	37700000	37799999	427	15q
21553	chr15	37800000	37899999	427	15q
21554	chr15	37900000	37999999	427	15q
21555	chr15	38000000	38099999	427	15q
21556	chr15	38100000	38199999	427	15q
21557	chr15	38200000	38299999	427	15q
21558	chr15	38300000	38399999	427	15q
21559	chr15	38400000	38499999	427	15q
21560	chr15	38500000	38599999	427	15q
21561	chr15	38600000	38699999	427	15q
21562	chr15	38700000	38799999	427	15q
21563	chr15	38800000	38899999	427	15q
21564	chr15	38900000	38999999	427	15q
21565	chr15	39000000	39099999	427	15q
21566	chr15	39100000	39199999	427	15q
21567	chr15	39200000	39299999	427	15q
21568	chr15	39300000	39399999	427	15q
21569	chr15	39400000	39499999	427	15q
21570	chr15	39500000	39599999	427	15q
21571	chr15	39600000	39699999	427	15q
21572	chr15	39700000	39799999	427	15q
21573	chr15	39800000	39899999	427	15q
21574	chr15	39900000	39999999	427	15q
21575	chr15	40000000	40099999	427	15q
21576	chr15	40100000	40199999	427	15q
21577	chr15	40200000	40299999	427	15q
21578	chr15	40300000	40399999	427	15q
21579	chr15	40400000	40499999	427	15q
21580	chr15	40500000	40599999	427	15q
21581	chr15	40600000	40699999	427	15q
21582	chr15	40700000	40799999	427	15q
21583	chr15	40800000	40899999	427	15q
21584	chr15	40900000	40999999	427	15q
21585	chr15	41000000	41099999	427	15q
21586	chr15	41100000	41199999	427	15q
21587	chr15	41200000	41299999	427	15q
21588	chr15	41300000	41399999	427	15q
21589	chr15	41400000	41499999	427	15q
21590	chr15	41500000	41599999	427	15q
21591	chr15	41600000	41699999	426	15q
21592	chr15	41700000	41799999	426	15q
21593	chr15	41800000	41899999	426	15q
21594	chr15	41900000	41999999	426	15q
21595	chr15	42000000	42099999	426	15q
21596	chr15	42100000	42199999	426	15q
21597	chr15	42200000	42299999	426	15q
21598	chr15	42300000	42399999	426	15q
21599	chr15	42400000	42499999	426	15q
21600	chr15	42500000	42599999	426	15q
21601	chr15	42600000	42699999	426	15q
21602	chr15	42700000	42799999	426	15q
21603	chr15	42800000	42899999	426	15q
21604	chr15	42900000	42999999	426	15q
21605	chr15	43000000	43099999	426	15q
21606	chr15	43100000	43199999	426	15q
21607	chr15	43200000	43299999	426	15q
21608	chr15	43300000	43399999	426	15q
21609	chr15	43400000	43499999	426	15q
21610	chr15	43500000	43599999	426	15q
21611	chr15	43600000	43699999	426	15q
21612	chr15	43700000	43799999	426	15q
21613	chr15	43800000	43899999	426	15q
21614	chr15	43900000	43999999	426	15q
21615	chr15	44000000	44099999	426	15q
21616	chr15	44100000	44199999	426	15q
21617	chr15	44200000	44299999	426	15q
21618	chr15	44300000	44399999	426	15q
21619	chr15	44400000	44499999	426	15q
21620	chr15	44500000	44599999	426	15q
21621	chr15	44600000	44699999	426	15q
21622	chr15	44700000	44799999	426	15q
21623	chr15	44800000	44899999	426	15q
21624	chr15	44900000	44999999	426	15q
21625	chr15	45000000	45099999	426	15q
21626	chr15	45100000	45199999	426	15q
21627	chr15	45200000	45299999	426	15q
21628	chr15	45300000	45399999	426	15q
21629	chr15	45400000	45499999	426	15q
21630	chr15	45500000	45599999	426	15q
21631	chr15	45600000	45699999	426	15q
21632	chr15	45700000	45799999	426	15q
21633	chr15	45800000	45899999	426	15q
21634	chr15	45900000	45999999	426	15q
21635	chr15	46000000	46099999	426	15q
21636	chr15	46100000	46199999	426	15q
21637	chr15	46200000	46299999	426	15q
21638	chr15	46300000	46399999	426	15q
21639	chr15	46400000	46499999	426	15q
21640	chr15	46500000	46599999	426	15q
21641	chr15	46600000	46699999	425	15q
21642	chr15	46700000	46799999	425	15q
21643	chr15	46800000	46899999	425	15q
21644	chr15	46900000	46999999	425	15q
21645	chr15	47000000	47099999	425	15q
21646	chr15	47100000	47199999	425	15q
21647	chr15	47200000	47299999	425	15q
21648	chr15	47300000	47399999	425	15q
21649	chr15	47400000	47499999	425	15q
21650	chr15	47500000	47599999	425	15q
21651	chr15	47600000	47699999	425	15q
21652	chr15	47700000	47799999	425	15q
21653	chr15	47800000	47899999	425	15q
21654	chr15	47900000	47999999	425	15q
21655	chr15	48000000	48099999	425	15q
21656	chr15	48100000	48199999	425	15q
21657	chr15	48200000	48299999	425	15q
21658	chr15	48300000	48399999	425	15q
21659	chr15	48400000	48499999	425	15q
21660	chr15	48500000	48599999	425	15q
21661	chr15	48600000	48699999	425	15q
21662	chr15	48700000	48799999	425	15q
21663	chr15	48800000	48899999	425	15q
21664	chr15	48900000	48999999	425	15q
21665	chr15	49000000	49099999	425	15q
21666	chr15	49100000	49199999	425	15q
21667	chr15	49200000	49299999	425	15q
21668	chr15	49300000	49399999	425	15q
21669	chr15	49400000	49499999	425	15q
21670	chr15	49500000	49599999	425	15q
21671	chr15	49600000	49699999	425	15q
21672	chr15	49700000	49799999	425	15q
21673	chr15	49800000	49899999	425	15q
21674	chr15	49900000	49999999	425	15q
21675	chr15	50000000	50099999	425	15q
21676	chr15	50100000	50199999	425	15q
21677	chr15	50200000	50299999	425	15q
21678	chr15	50300000	50399999	425	15q
21679	chr15	50400000	50499999	425	15q
21680	chr15	50500000	50599999	425	15q
21681	chr15	50600000	50699999	425	15q
21682	chr15	50700000	50799999	425	15q
21683	chr15	50800000	50899999	425	15q
21684	chr15	50900000	50999999	425	15q
21685	chr15	51000000	51099999	425	15q
21686	chr15	51100000	51199999	425	15q
21687	chr15	51200000	51299999	425	15q
21688	chr15	51300000	51399999	425	15q
21689	chr15	51400000	51499999	425	15q
21690	chr15	51500000	51599999	425	15q
21691	chr15	51600000	51699999	424	15q
21692	chr15	51700000	51799999	424	15q
21693	chr15	51800000	51899999	424	15q
21694	chr15	51900000	51999999	424	15q
21695	chr15	52000000	52099999	424	15q
21696	chr15	52100000	52199999	424	15q
21697	chr15	52200000	52299999	424	15q
21698	chr15	52300000	52399999	424	15q
21699	chr15	52400000	52499999	424	15q
21700	chr15	52500000	52599999	424	15q
21701	chr15	52600000	52699999	424	15q
21702	chr15	52700000	52799999	424	15q
21703	chr15	52800000	52899999	424	15q
21704	chr15	52900000	52999999	424	15q
21705	chr15	53000000	53099999	424	15q
21706	chr15	53100000	53199999	424	15q
21707	chr15	53200000	53299999	424	15q
21708	chr15	53300000	53399999	424	15q
21709	chr15	53400000	53499999	424	15q
21710	chr15	53500000	53599999	424	15q
21711	chr15	53600000	53699999	424	15q
21712	chr15	53700000	53799999	424	15q
21713	chr15	53800000	53899999	424	15q
21714	chr15	53900000	53999999	424	15q
21715	chr15	54000000	54099999	424	15q
21716	chr15	54100000	54199999	424	15q
21717	chr15	54200000	54299999	424	15q
21718	chr15	54300000	54399999	424	15q
21719	chr15	54400000	54499999	424	15q
21720	chr15	54500000	54599999	424	15q
21721	chr15	54600000	54699999	424	15q
21722	chr15	54700000	54799999	424	15q
21723	chr15	54800000	54899999	424	15q
21724	chr15	54900000	54999999	424	15q
21725	chr15	55000000	55099999	424	15q
21726	chr15	55100000	55199999	424	15q
21727	chr15	55200000	55299999	424	15q
21728	chr15	55300000	55399999	424	15q
21729	chr15	55400000	55499999	424	15q
21730	chr15	55500000	55599999	424	15q
21731	chr15	55600000	55699999	424	15q
21732	chr15	55700000	55799999	424	15q
21733	chr15	55800000	55899999	424	15q
21734	chr15	55900000	55999999	424	15q
21735	chr15	56000000	56099999	424	15q
21736	chr15	56100000	56199999	424	15q
21737	chr15	56200000	56299999	424	15q
21738	chr15	56300000	56399999	424	15q
21739	chr15	56400000	56499999	424	15q
21740	chr15	56500000	56599999	424	15q
21741	chr15	56600000	56699999	423	15q
21742	chr15	56700000	56799999	423	15q
21743	chr15	56800000	56899999	423	15q
21744	chr15	56900000	56999999	423	15q
21745	chr15	57000000	57099999	423	15q
21746	chr15	57100000	57199999	423	15q
21747	chr15	57200000	57299999	423	15q
21748	chr15	57300000	57399999	423	15q
21749	chr15	57400000	57499999	423	15q
21750	chr15	57500000	57599999	423	15q
21751	chr15	57600000	57699999	423	15q
21752	chr15	57700000	57799999	423	15q
21753	chr15	57800000	57899999	423	15q
21754	chr15	57900000	57999999	423	15q
21755	chr15	58000000	58099999	423	15q
21756	chr15	58100000	58199999	423	15q
21757	chr15	58200000	58299999	423	15q
21758	chr15	58300000	58399999	423	15q
21759	chr15	58400000	58499999	423	15q
21760	chr15	58500000	58599999	423	15q
21761	chr15	58600000	58699999	423	15q
21762	chr15	58700000	58799999	423	15q
21763	chr15	58800000	58899999	423	15q
21764	chr15	58900000	58999999	423	15q
21765	chr15	59000000	59099999	423	15q
21766	chr15	59100000	59199999	423	15q
21767	chr15	59200000	59299999	423	15q
21768	chr15	59300000	59399999	423	15q
21769	chr15	59400000	59499999	423	15q
21770	chr15	59500000	59599999	423	15q
21771	chr15	59600000	59699999	423	15q
21772	chr15	59700000	59799999	423	15q
21773	chr15	59800000	59899999	423	15q
21774	chr15	59900000	59999999	423	15q
21775	chr15	60000000	60099999	423	15q
21776	chr15	60100000	60199999	423	15q
21777	chr15	60200000	60299999	423	15q
21778	chr15	60300000	60399999	423	15q
21779	chr15	60400000	60499999	423	15q
21780	chr15	60500000	60599999	423	15q
21781	chr15	60600000	60699999	423	15q
21782	chr15	60700000	60799999	423	15q
21783	chr15	60800000	60899999	423	15q
21784	chr15	60900000	60999999	423	15q
21785	chr15	61000000	61099999	423	15q
21786	chr15	61100000	61199999	423	15q
21787	chr15	61200000	61299999	423	15q
21788	chr15	61300000	61399999	423	15q
21789	chr15	61400000	61499999	423	15q
21790	chr15	61500000	61599999	423	15q
21791	chr15	61600000	61699999	422	15q
21792	chr15	61700000	61799999	422	15q
21793	chr15	61800000	61899999	422	15q
21794	chr15	61900000	61999999	422	15q
21795	chr15	62000000	62099999	422	15q
21796	chr15	62100000	62199999	422	15q
21797	chr15	62200000	62299999	422	15q
21798	chr15	62300000	62399999	422	15q
21799	chr15	62400000	62499999	422	15q
21800	chr15	62500000	62599999	422	15q
21801	chr15	62600000	62699999	422	15q
21802	chr15	62700000	62799999	422	15q
21803	chr15	62800000	62899999	422	15q
21804	chr15	62900000	62999999	422	15q
21805	chr15	63000000	63099999	422	15q
21806	chr15	63100000	63199999	422	15q
21807	chr15	63200000	63299999	422	15q
21808	chr15	63300000	63399999	422	15q
21809	chr15	63400000	63499999	422	15q
21810	chr15	63500000	63599999	422	15q
21811	chr15	63600000	63699999	422	15q
21812	chr15	63700000	63799999	422	15q
21813	chr15	63800000	63899999	422	15q
21814	chr15	63900000	63999999	422	15q
21815	chr15	64000000	64099999	422	15q
21816	chr15	64100000	64199999	422	15q
21817	chr15	64200000	64299999	422	15q
21818	chr15	64300000	64399999	422	15q
21819	chr15	64400000	64499999	422	15q
21820	chr15	64500000	64599999	422	15q
21821	chr15	64600000	64699999	422	15q
21822	chr15	64700000	64799999	422	15q
21823	chr15	64800000	64899999	422	15q
21824	chr15	64900000	64999999	422	15q
21825	chr15	65000000	65099999	422	15q
21826	chr15	65100000	65199999	422	15q
21827	chr15	65200000	65299999	422	15q
21828	chr15	65300000	65399999	422	15q
21829	chr15	65400000	65499999	422	15q
21830	chr15	65500000	65599999	422	15q
21831	chr15	65600000	65699999	422	15q
21832	chr15	65700000	65799999	422	15q
21833	chr15	65800000	65899999	422	15q
21834	chr15	65900000	65999999	422	15q
21835	chr15	66000000	66099999	422	15q
21836	chr15	66100000	66199999	422	15q
21837	chr15	66200000	66299999	422	15q
21838	chr15	66300000	66399999	422	15q
21839	chr15	66400000	66499999	422	15q
21840	chr15	66500000	66599999	422	15q
21841	chr15	66600000	66699999	421	15q
21842	chr15	66700000	66799999	421	15q
21843	chr15	66800000	66899999	421	15q
21844	chr15	66900000	66999999	421	15q
21845	chr15	67000000	67099999	421	15q
21846	chr15	67100000	67199999	421	15q
21847	chr15	67200000	67299999	421	15q
21848	chr15	67300000	67399999	421	15q
21849	chr15	67400000	67499999	421	15q
21850	chr15	67500000	67599999	421	15q
21851	chr15	67600000	67699999	421	15q
21852	chr15	67700000	67799999	421	15q
21853	chr15	67800000	67899999	421	15q
21854	chr15	67900000	67999999	421	15q
21855	chr15	68000000	68099999	421	15q
21856	chr15	68100000	68199999	421	15q
21857	chr15	68200000	68299999	421	15q
21858	chr15	68300000	68399999	421	15q
21859	chr15	68400000	68499999	421	15q
21860	chr15	68500000	68599999	421	15q
21861	chr15	68600000	68699999	421	15q
21862	chr15	68700000	68799999	421	15q
21863	chr15	68800000	68899999	421	15q
21864	chr15	68900000	68999999	421	15q
21865	chr15	69000000	69099999	421	15q
21866	chr15	69100000	69199999	421	15q
21867	chr15	69200000	69299999	421	15q
21868	chr15	69300000	69399999	421	15q
21869	chr15	69400000	69499999	421	15q
21870	chr15	69500000	69599999	421	15q
21871	chr15	69600000	69699999	421	15q
21872	chr15	69700000	69799999	421	15q
21873	chr15	69800000	69899999	421	15q
21874	chr15	69900000	69999999	421	15q
21875	chr15	70000000	70099999	421	15q
21876	chr15	70100000	70199999	421	15q
21877	chr15	70200000	70299999	421	15q
21878	chr15	70300000	70399999	421	15q
21879	chr15	70400000	70499999	421	15q
21880	chr15	70500000	70599999	421	15q
21881	chr15	70600000	70699999	421	15q
21882	chr15	70700000	70799999	421	15q
21883	chr15	70800000	70899999	421	15q
21884	chr15	70900000	70999999	421	15q
21885	chr15	71000000	71099999	421	15q
21886	chr15	71100000	71199999	421	15q
21887	chr15	71200000	71299999	421	15q
21888	chr15	71300000	71399999	421	15q
21889	chr15	71400000	71499999	421	15q
21890	chr15	71500000	71599999	421	15q
21891	chr15	71600000	71699999	420	15q
21892	chr15	71700000	71799999	420	15q
21893	chr15	71800000	71899999	420	15q
21894	chr15	71900000	71999999	420	15q
21895	chr15	72000000	72099999	420	15q
21896	chr15	72100000	72199999	420	15q
21897	chr15	72200000	72299999	420	15q
21898	chr15	72300000	72399999	420	15q
21899	chr15	72400000	72499999	420	15q
21900	chr15	72500000	72599999	420	15q
21901	chr15	72600000	72699999	420	15q
21902	chr15	72700000	72799999	420	15q
21903	chr15	72800000	72899999	420	15q
21904	chr15	72900000	72999999	420	15q
21905	chr15	73000000	73099999	420	15q
21906	chr15	73100000	73199999	420	15q
21907	chr15	73200000	73299999	420	15q
21908	chr15	73300000	73399999	420	15q
21909	chr15	73400000	73499999	420	15q
21910	chr15	73500000	73599999	420	15q
21911	chr15	73600000	73699999	420	15q
21912	chr15	73700000	73799999	420	15q
21913	chr15	73800000	73899999	420	15q
21914	chr15	73900000	73999999	420	15q
21915	chr15	74000000	74099999	420	15q
21916	chr15	74100000	74199999	420	15q
21917	chr15	74200000	74299999	420	15q
21918	chr15	74300000	74399999	420	15q
21919	chr15	74400000	74499999	420	15q
21920	chr15	74500000	74599999	420	15q
21921	chr15	74600000	74699999	420	15q
21922	chr15	74700000	74799999	420	15q
21923	chr15	74800000	74899999	420	15q
21924	chr15	74900000	74999999	420	15q
21925	chr15	75000000	75099999	420	15q
21926	chr15	75100000	75199999	420	15q
21927	chr15	75200000	75299999	420	15q
21928	chr15	75300000	75399999	420	15q
21929	chr15	75400000	75499999	420	15q
21930	chr15	75500000	75599999	420	15q
21931	chr15	75600000	75699999	420	15q
21932	chr15	75700000	75799999	420	15q
21933	chr15	75800000	75899999	420	15q
21934	chr15	75900000	75999999	420	15q
21935	chr15	76000000	76099999	420	15q
21936	chr15	76100000	76199999	420	15q
21937	chr15	76200000	76299999	420	15q
21938	chr15	76300000	76399999	420	15q
21939	chr15	76400000	76499999	420	15q
21940	chr15	76500000	76599999	420	15q
21941	chr15	76600000	76699999	419	15q
21942	chr15	76700000	76799999	419	15q
21943	chr15	76800000	76899999	419	15q
21944	chr15	76900000	76999999	419	15q
21945	chr15	77000000	77099999	419	15q
21946	chr15	77100000	77199999	419	15q
21947	chr15	77200000	77299999	419	15q
21948	chr15	77300000	77399999	419	15q
21949	chr15	77400000	77499999	419	15q
21950	chr15	77500000	77599999	419	15q
21951	chr15	77600000	77699999	419	15q
21952	chr15	77700000	77799999	419	15q
21953	chr15	77800000	77899999	419	15q
21954	chr15	77900000	77999999	419	15q
21955	chr15	78000000	78099999	419	15q
21956	chr15	78100000	78199999	419	15q
21957	chr15	78200000	78299999	419	15q
21958	chr15	78300000	78399999	419	15q
21959	chr15	78400000	78499999	419	15q
21960	chr15	78500000	78599999	419	15q
21961	chr15	78600000	78699999	419	15q
21962	chr15	78700000	78799999	419	15q
21963	chr15	78800000	78899999	419	15q
21964	chr15	78900000	78999999	419	15q
21965	chr15	79000000	79099999	419	15q
21966	chr15	79100000	79199999	419	15q
21967	chr15	79200000	79299999	419	15q
21968	chr15	79300000	79399999	419	15q
21969	chr15	79400000	79499999	419	15q
21970	chr15	79500000	79599999	419	15q
21971	chr15	79600000	79699999	419	15q
21972	chr15	79700000	79799999	419	15q
21973	chr15	79800000	79899999	419	15q
21974	chr15	79900000	79999999	419	15q
21975	chr15	80000000	80099999	419	15q
21976	chr15	80100000	80199999	419	15q
21977	chr15	80200000	80299999	419	15q
21978	chr15	80300000	80399999	419	15q
21979	chr15	80400000	80499999	419	15q
21980	chr15	80500000	80599999	419	15q
21981	chr15	80600000	80699999	419	15q
21982	chr15	80700000	80799999	419	15q
21983	chr15	80800000	80899999	419	15q
21984	chr15	80900000	80999999	419	15q
21985	chr15	81000000	81099999	419	15q
21986	chr15	81100000	81199999	419	15q
21987	chr15	81200000	81299999	419	15q
21988	chr15	81300000	81399999	419	15q
21989	chr15	81400000	81499999	419	15q
21990	chr15	81500000	81599999	419	15q
21991	chr15	81600000	81699999	418	15q
21992	chr15	81700000	81799999	418	15q
21993	chr15	81800000	81899999	418	15q
21994	chr15	81900000	81999999	418	15q
21995	chr15	82000000	82099999	418	15q
21996	chr15	82100000	82199999	418	15q
21997	chr15	82200000	82299999	418	15q
21998	chr15	82300000	82399999	418	15q
21999	chr15	82400000	82499999	418	15q
22000	chr15	82500000	82599999	418	15q
22001	chr15	83200000	83299999	418	15q
22002	chr15	83300000	83399999	418	15q
22003	chr15	83400000	83499999	418	15q
22004	chr15	83500000	83599999	418	15q
22005	chr15	83600000	83699999	418	15q
22006	chr15	83700000	83799999	418	15q
22007	chr15	83800000	83899999	418	15q
22008	chr15	83900000	83999999	418	15q
22009	chr15	84000000	84099999	418	15q
22010	chr15	84100000	84199999	418	15q
22011	chr15	84200000	84299999	418	15q
22012	chr15	84300000	84399999	418	15q
22013	chr15	84400000	84499999	418	15q
22014	chr15	84500000	84599999	418	15q
22015	chr15	84600000	84699999	418	15q
22016	chr15	84700000	84799999	418	15q
22017	chr15	84800000	84899999	418	15q
22018	chr15	85100000	85199999	418	15q
22019	chr15	85200000	85299999	418	15q
22020	chr15	85300000	85399999	418	15q
22021	chr15	85400000	85499999	418	15q
22022	chr15	85500000	85599999	418	15q
22023	chr15	85600000	85699999	418	15q
22024	chr15	85700000	85799999	418	15q
22025	chr15	85800000	85899999	418	15q
22026	chr15	85900000	85999999	418	15q
22027	chr15	86000000	86099999	418	15q
22028	chr15	86100000	86199999	418	15q
22029	chr15	86200000	86299999	418	15q
22030	chr15	86300000	86399999	418	15q
22031	chr15	86400000	86499999	418	15q
22032	chr15	86500000	86599999	418	15q
22033	chr15	86600000	86699999	418	15q
22034	chr15	86700000	86799999	418	15q
22035	chr15	86800000	86899999	418	15q
22036	chr15	86900000	86999999	418	15q
22037	chr15	87000000	87099999	418	15q
22038	chr15	87100000	87199999	418	15q
22039	chr15	87200000	87299999	418	15q
22040	chr15	87300000	87399999	418	15q
22041	chr15	87400000	87499999	417	15q
22042	chr15	87500000	87599999	417	15q
22043	chr15	87600000	87699999	417	15q
22044	chr15	87700000	87799999	417	15q
22045	chr15	87800000	87899999	417	15q
22046	chr15	87900000	87999999	417	15q
22047	chr15	88000000	88099999	417	15q
22048	chr15	88100000	88199999	417	15q
22049	chr15	88200000	88299999	417	15q
22050	chr15	88300000	88399999	417	15q
22051	chr15	88400000	88499999	417	15q
22052	chr15	88500000	88599999	417	15q
22053	chr15	88600000	88699999	417	15q
22054	chr15	88700000	88799999	417	15q
22055	chr15	88800000	88899999	417	15q
22056	chr15	88900000	88999999	417	15q
22057	chr15	89000000	89099999	417	15q
22058	chr15	89100000	89199999	417	15q
22059	chr15	89200000	89299999	417	15q
22060	chr15	89300000	89399999	417	15q
22061	chr15	89400000	89499999	417	15q
22062	chr15	89500000	89599999	417	15q
22063	chr15	89600000	89699999	417	15q
22064	chr15	89700000	89799999	417	15q
22065	chr15	89800000	89899999	417	15q
22066	chr15	89900000	89999999	417	15q
22067	chr15	90000000	90099999	417	15q
22068	chr15	90100000	90199999	417	15q
22069	chr15	90200000	90299999	417	15q
22070	chr15	90300000	90399999	417	15q
22071	chr15	90400000	90499999	417	15q
22072	chr15	90500000	90599999	417	15q
22073	chr15	90600000	90699999	417	15q
22074	chr15	90700000	90799999	417	15q
22075	chr15	90800000	90899999	417	15q
22076	chr15	90900000	90999999	417	15q
22077	chr15	91000000	91099999	417	15q
22078	chr15	91100000	91199999	417	15q
22079	chr15	91200000	91299999	417	15q
22080	chr15	91300000	91399999	417	15q
22081	chr15	91400000	91499999	417	15q
22082	chr15	91500000	91599999	417	15q
22083	chr15	91600000	91699999	417	15q
22084	chr15	91700000	91799999	417	15q
22085	chr15	91800000	91899999	417	15q
22086	chr15	91900000	91999999	417	15q
22087	chr15	92000000	92099999	417	15q
22088	chr15	92100000	92199999	417	15q
22089	chr15	92200000	92299999	417	15q
22090	chr15	92300000	92399999	417	15q
22091	chr15	92400000	92499999	416	15q
22092	chr15	92500000	92599999	416	15q
22093	chr15	92600000	92699999	416	15q
22094	chr15	92700000	92799999	416	15q
22095	chr15	92800000	92899999	416	15q
22096	chr15	92900000	92999999	416	15q
22097	chr15	93000000	93099999	416	15q
22098	chr15	93100000	93199999	416	15q
22099	chr15	93200000	93299999	416	15q
22100	chr15	93300000	93399999	416	15q
22101	chr15	93400000	93499999	416	15q
22102	chr15	93500000	93599999	416	15q
22103	chr15	93600000	93699999	416	15q
22104	chr15	93700000	93799999	416	15q
22105	chr15	93800000	93899999	416	15q
22106	chr15	93900000	93999999	416	15q
22107	chr15	94000000	94099999	416	15q
22108	chr15	94100000	94199999	416	15q
22109	chr15	94200000	94299999	416	15q
22110	chr15	94300000	94399999	416	15q
22111	chr15	94400000	94499999	416	15q
22112	chr15	94500000	94599999	416	15q
22113	chr15	94600000	94699999	416	15q
22114	chr15	94700000	94799999	416	15q
22115	chr15	94800000	94899999	416	15q
22116	chr15	94900000	94999999	416	15q
22117	chr15	95000000	95099999	416	15q
22118	chr15	95100000	95199999	416	15q
22119	chr15	95200000	95299999	416	15q
22120	chr15	95300000	95399999	416	15q
22121	chr15	95400000	95499999	416	15q
22122	chr15	95500000	95599999	416	15q
22123	chr15	95600000	95699999	416	15q
22124	chr15	95700000	95799999	416	15q
22125	chr15	95800000	95899999	416	15q
22126	chr15	95900000	95999999	416	15q
22127	chr15	96000000	96099999	416	15q
22128	chr15	96100000	96199999	416	15q
22129	chr15	96200000	96299999	416	15q
22130	chr15	96300000	96399999	416	15q
22131	chr15	96400000	96499999	416	15q
22132	chr15	96500000	96599999	416	15q
22133	chr15	96600000	96699999	416	15q
22134	chr15	96700000	96799999	416	15q
22135	chr15	96800000	96899999	416	15q
22136	chr15	96900000	96999999	416	15q
22137	chr15	97000000	97099999	416	15q
22138	chr15	97100000	97199999	416	15q
22139	chr15	97200000	97299999	416	15q
22140	chr15	97300000	97399999	416	15q
22141	chr15	97400000	97499999	415	15q
22142	chr15	97500000	97599999	415	15q
22143	chr15	97600000	97699999	415	15q
22144	chr15	97700000	97799999	415	15q
22145	chr15	97800000	97899999	415	15q
22146	chr15	97900000	97999999	415	15q
22147	chr15	98000000	98099999	415	15q
22148	chr15	98100000	98199999	415	15q
22149	chr15	98200000	98299999	415	15q
22150	chr15	98300000	98399999	415	15q
22151	chr15	98400000	98499999	415	15q
22152	chr15	98500000	98599999	415	15q
22153	chr15	98600000	98699999	415	15q
22154	chr15	98700000	98799999	415	15q
22155	chr15	98800000	98899999	415	15q
22156	chr15	98900000	98999999	415	15q
22157	chr15	99000000	99099999	415	15q
22158	chr15	99100000	99199999	415	15q
22159	chr15	99200000	99299999	415	15q
22160	chr15	99300000	99399999	415	15q
22161	chr15	99400000	99499999	415	15q
22162	chr15	99500000	99599999	415	15q
22163	chr15	99600000	99699999	415	15q
22164	chr15	99700000	99799999	415	15q
22165	chr15	99800000	99899999	415	15q
22166	chr15	99900000	99999999	415	15q
22167	chr15	100000000	100099999	415	15q
22168	chr15	100100000	100199999	415	15q
22169	chr15	100200000	100299999	415	15q
